epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,120.065,0.43691,0.27176,0.0058,0.9993,1,0.995,0.96197,0.296,0.11254,0.00494,0.000561347,0.000561347,0.000561347
18,126.543,0.43015,0.25537,0.00568,0.99789,0.98857,0.99494,0.9823,0.25066,0.09726,0.00404,0.000554744,0.000554744,0.000554744
19,133.144,0.44451,0.26663,0.00629,0.9885,0.98234,0.9945,0.98488,0.22838,0.11034,0.00367,0.000548141,0.000548141,0.000548141
20,139.694,0.42626,0.24102,0.00593,0.99991,1,0.995,0.98422,0.23466,0.07802,0.00386,0.000541537,0.000541537,0.000541537
21,146.114,0.40583,0.25492,0.00532,0.99873,1,0.995,0.97522,0.27281,0.09843,0.00414,0.000534934,0.000534934,0.000534934
22,152.567,0.42583,0.24065,0.0056,0.99427,0.99429,0.99494,0.97852,0.23888,0.0988,0.00361,0.000528331,0.000528331,0.000528331
23,159.042,0.40511,0.21921,0.00544,0.99424,0.98654,0.99483,0.9755,0.26686,0.10362,0.00467,0.000521727,0.000521727,0.000521727
24,165.511,0.38631,0.21573,0.00516,0.99909,0.98286,0.99489,0.98791,0.23283,0.09041,0.00384,0.000515124,0.000515124,0.000515124
25,171.993,0.39804,0.22702,0.00554,0.98781,0.98286,0.99455,0.97299,0.2505,0.1109,0.00415,0.000508521,0.000508521,0.000508521
26,178.458,0.41114,0.22506,0.00566,0.99423,0.98472,0.99472,0.9813,0.26713,0.10421,0.00528,0.000501917,0.000501917,0.000501917
27,184.927,0.40979,0.2261,0.00549,0.99938,0.99429,0.995,0.98456,0.27911,0.09602,0.00487,0.000495314,0.000495314,0.000495314
28,191.397,0.38787,0.21593,0.00532,0.99867,0.98286,0.99467,0.98792,0.24302,0.10865,0.00474,0.000488711,0.000488711,0.000488711
29,197.993,0.40075,0.21511,0.00528,0.99338,0.99429,0.99489,0.98952,0.20989,0.08291,0.00359,0.000482108,0.000482108,0.000482108
30,204.498,0.35975,0.20007,0.0047,0.99311,1,0.995,0.98358,0.22701,0.07994,0.00354,0.000475504,0.000475504,0.000475504
31,210.94,0.38239,0.21347,0.00477,1,0.99832,0.995,0.96696,0.27292,0.10575,0.00412,0.000468901,0.000468901,0.000468901
32,217.363,0.35426,0.19826,0.00459,1,0.98691,0.99483,0.97647,0.23594,0.09349,0.0037,0.000462298,0.000462298,0.000462298
33,223.796,0.36297,0.19379,0.00459,0.99741,0.99429,0.995,0.98917,0.19118,0.07673,0.00303,0.000455694,0.000455694,0.000455694
34,230.242,0.36593,0.19918,0.00465,0.99341,1,0.995,0.99104,0.21302,0.07743,0.00345,0.000449091,0.000449091,0.000449091
35,236.735,0.36078,0.17837,0.00443,0.99778,0.99429,0.995,0.98938,0.17865,0.0833,0.00269,0.000442488,0.000442488,0.000442488
36,243.159,0.34828,0.1828,0.00444,0.98848,0.99429,0.99483,0.98947,0.19801,0.09503,0.00349,0.000435884,0.000435884,0.000435884
37,249.622,0.35714,0.19064,0.00468,0.99873,1,0.995,0.98421,0.21013,0.07461,0.00336,0.000429281,0.000429281,0.000429281
38,256.058,0.33043,0.17079,0.0041,0.99989,1,0.995,0.98911,0.1847,0.06474,0.00269,0.000422678,0.000422678,0.000422678
39,262.563,0.36556,0.19156,0.00507,0.99901,0.98857,0.99489,0.98078,0.243,0.09306,0.00438,0.000416075,0.000416075,0.000416075
40,269.073,0.35773,0.19056,0.00483,0.99868,1,0.995,0.98756,0.18193,0.07228,0.00294,0.000409471,0.000409471,0.000409471
41,275.505,0.34611,0.16913,0.00493,1,0.99911,0.995,0.99121,0.19832,0.06965,0.00369,0.000402868,0.000402868,0.000402868
42,281.998,0.32727,0.16784,0.00446,0.99298,0.99429,0.99489,0.98852,0.19253,0.07957,0.00311,0.000396265,0.000396265,0.000396265
43,288.43,0.32213,0.17187,0.00419,0.99432,0.99948,0.99494,0.9911,0.15789,0.07102,0.00253,0.000389661,0.000389661,0.000389661
44,294.857,0.32104,0.161,0.00414,0.99952,1,0.995,0.98973,0.18184,0.06836,0.00289,0.000383058,0.000383058,0.000383058
45,301.344,0.31785,0.16707,0.00393,0.99428,0.99292,0.99494,0.99251,0.20547,0.07736,0.00343,0.000376455,0.000376455,0.000376455
46,307.945,0.31854,0.17148,0.0042,0.98736,1,0.99489,0.99068,0.15114,0.07138,0.00214,0.000369851,0.000369851,0.000369851
47,314.338,0.31142,0.16089,0.00389,0.99291,0.99429,0.99494,0.99241,0.15845,0.068,0.00218,0.000363248,0.000363248,0.000363248
48,320.818,0.28271,0.14565,0.00362,0.99967,0.98857,0.99489,0.9895,0.19112,0.08031,0.00282,0.000356645,0.000356645,0.000356645
49,327.26,0.30194,0.15629,0.00365,1,0.99878,0.995,0.99175,0.16866,0.0659,0.00249,0.000350042,0.000350042,0.000350042
50,333.725,0.31579,0.17264,0.00362,1,0.99887,0.995,0.99223,0.17687,0.06579,0.00276,0.000343438,0.000343438,0.000343438
51,340.137,0.29836,0.16204,0.00371,1,0.98175,0.99467,0.9921,0.18383,0.08161,0.00303,0.000336835,0.000336835,0.000336835
52,346.585,0.29404,0.15263,0.00359,0.99428,0.99298,0.99494,0.99007,0.18217,0.07587,0.00312,0.000330232,0.000330232,0.000330232
53,353.014,0.28351,0.14968,0.00344,0.99432,0.99945,0.99494,0.9923,0.16012,0.06393,0.00261,0.000323628,0.000323628,0.000323628
54,359.482,0.28536,0.15761,0.00362,0.99431,0.99927,0.99494,0.99284,0.15728,0.06302,0.00261,0.000317025,0.000317025,0.000317025
55,366.203,0.28579,0.1445,0.00351,0.99421,0.98186,0.99461,0.99165,0.14074,0.07686,0.00187,0.000310422,0.000310422,0.000310422
56,372.758,0.29378,0.14412,0.00397,1,0.99378,0.995,0.99096,0.18862,0.07314,0.00299,0.000303818,0.000303818,0.000303818
57,379.267,0.27463,0.14325,0.00365,0.9946,0.98857,0.99483,0.99047,0.16034,0.06934,0.00257,0.000297215,0.000297215,0.000297215
58,385.709,0.27551,0.14094,0.00348,0.99365,1,0.99494,0.99344,0.16047,0.06177,0.00274,0.000290612,0.000290612,0.000290612
59,392.198,0.26888,0.13889,0.0034,0.99432,0.99996,0.995,0.98812,0.14806,0.05784,0.00216,0.000284009,0.000284009,0.000284009
60,398.616,0.26876,0.15441,0.00307,0.99877,0.99429,0.995,0.99411,0.14749,0.05907,0.00222,0.000277405,0.000277405,0.000277405
61,405.097,0.27195,0.13746,0.00341,0.99429,0.99421,0.99494,0.99215,0.14761,0.0613,0.00213,0.000270802,0.000270802,0.000270802
62,411.532,0.27412,0.13779,0.00341,1,0.99989,0.995,0.99422,0.13206,0.05274,0.00181,0.000264199,0.000264199,0.000264199
63,418.017,0.27194,0.13671,0.00348,0.99888,1,0.995,0.99055,0.14727,0.07241,0.0021,0.000257595,0.000257595,0.000257595
64,424.54,0.26792,0.13911,0.00328,0.994,1,0.99494,0.99368,0.1408,0.05594,0.00221,0.000250992,0.000250992,0.000250992
65,430.944,0.25296,0.12584,0.00321,0.99977,0.99429,0.995,0.99301,0.13889,0.05661,0.00211,0.000244389,0.000244389,0.000244389
66,437.442,0.24779,0.13982,0.00301,0.99935,1,0.995,0.99247,0.12039,0.04647,0.0015,0.000237785,0.000237785,0.000237785
67,443.901,0.24607,0.12683,0.00314,0.99431,0.99922,0.99494,0.99382,0.13488,0.0561,0.00197,0.000231182,0.000231182,0.000231182
68,450.281,0.25342,0.12462,0.00326,0.99972,0.99429,0.995,0.99331,0.14595,0.05617,0.00201,0.000224579,0.000224579,0.000224579
69,456.666,0.24054,0.11904,0.00299,1,0.99962,0.995,0.99273,0.12401,0.05053,0.00183,0.000217976,0.000217976,0.000217976
70,463.059,0.23005,0.11827,0.00284,0.99958,1,0.995,0.99354,0.11296,0.04413,0.00155,0.000211372,0.000211372,0.000211372
71,469.448,0.23355,0.12673,0.00286,0.99431,0.99906,0.99494,0.99344,0.11148,0.06739,0.00145,0.000204769,0.000204769,0.000204769
72,475.905,0.22474,0.12274,0.00268,1,0.99973,0.995,0.99382,0.13632,0.0635,0.00197,0.000198166,0.000198166,0.000198166
73,482.313,0.22709,0.12322,0.00276,1,0.9937,0.995,0.99356,0.12316,0.05809,0.00159,0.000191562,0.000191562,0.000191562
74,488.724,0.22602,0.1167,0.00282,0.99943,1,0.995,0.99382,0.14344,0.05333,0.00202,0.000184959,0.000184959,0.000184959
75,495.073,0.22864,0.12101,0.00271,0.99308,1,0.99489,0.99356,0.13153,0.05628,0.00184,0.000178356,0.000178356,0.000178356
76,501.463,0.22007,0.11496,0.00261,1,0.99317,0.995,0.99361,0.13551,0.07408,0.00176,0.000171752,0.000171752,0.000171752
77,507.844,0.23382,0.12145,0.00286,0.9991,1,0.995,0.99259,0.13144,0.05793,0.00168,0.000165149,0.000165149,0.000165149
78,514.258,0.22559,0.11656,0.00264,1,0.9931,0.995,0.99489,0.11713,0.05462,0.00178,0.000158546,0.000158546,0.000158546
79,520.695,0.23002,0.12602,0.00284,0.99333,0.99429,0.99483,0.99318,0.11909,0.06588,0.00144,0.000151943,0.000151943,0.000151943
80,527.043,0.21997,0.11358,0.00271,0.99967,1,0.995,0.99382,0.14051,0.05383,0.00236,0.000145339,0.000145339,0.000145339
81,533.469,0.22883,0.11546,0.00278,0.99969,1,0.995,0.99118,0.13069,0.05254,0.00166,0.000138736,0.000138736,0.000138736
82,539.94,0.2305,0.12159,0.00279,0.99991,1,0.995,0.99484,0.10202,0.04068,0.00144,0.000132133,0.000132133,0.000132133
83,546.362,0.21935,0.11796,0.0025,0.99951,1,0.995,0.99394,0.12468,0.04823,0.00167,0.000125529,0.000125529,0.000125529
84,552.816,0.21445,0.10717,0.0026,1,0.9997,0.995,0.99416,0.1046,0.04183,0.00137,0.000118926,0.000118926,0.000118926
85,559.246,0.20998,0.1101,0.0026,0.99432,0.9995,0.995,0.99238,0.11605,0.04706,0.00143,0.000112323,0.000112323,0.000112323
86,565.713,0.21237,0.11005,0.00258,0.9994,1,0.995,0.99429,0.10819,0.04128,0.00143,0.00010572,0.00010572,0.00010572
87,572.389,0.21226,0.11609,0.00253,1,0.99398,0.995,0.99407,0.1101,0.04624,0.00136,9.91162e-05,9.91162e-05,9.91162e-05
88,578.952,0.19373,0.10254,0.00231,1,0.99937,0.995,0.99356,0.11351,0.0471,0.00143,9.25129e-05,9.25129e-05,9.25129e-05
89,585.458,0.20449,0.10564,0.00237,1,0.99302,0.995,0.99431,0.09608,0.04733,0.00117,8.59096e-05,8.59096e-05,8.59096e-05
90,591.933,0.1992,0.107,0.00228,0.99431,0.99904,0.995,0.99395,0.10339,0.04497,0.00126,7.93063e-05,7.93063e-05,7.93063e-05
91,599.342,0.13967,0.0662,0.00179,0.99369,1,0.995,0.99427,0.11275,0.0551,0.00143,7.2703e-05,7.2703e-05,7.2703e-05
92,605.681,0.12441,0.05392,0.00175,1,0.99305,0.995,0.99358,0.11801,0.07196,0.00162,6.60997e-05,6.60997e-05,6.60997e-05
93,612.12,0.13011,0.05773,0.00161,0.99962,1,0.995,0.99452,0.10765,0.04152,0.0013,5.94964e-05,5.94964e-05,5.94964e-05
94,618.557,0.12649,0.05981,0.00159,1,0.99934,0.995,0.99426,0.10895,0.04704,0.00131,5.28931e-05,5.28931e-05,5.28931e-05
95,624.971,0.12212,0.05462,0.00156,0.9997,1,0.995,0.99431,0.11118,0.04985,0.00156,4.62898e-05,4.62898e-05,4.62898e-05
96,631.355,0.1121,0.05859,0.00129,0.99863,1,0.995,0.99367,0.10666,0.04589,0.00136,3.96865e-05,3.96865e-05,3.96865e-05
97,637.73,0.11981,0.05752,0.0016,0.99968,0.99429,0.995,0.994,0.10386,0.04262,0.00139,3.30832e-05,3.30832e-05,3.30832e-05
98,644.22,0.11896,0.04986,0.00142,1,0.99414,0.995,0.99399,0.10566,0.04528,0.00132,2.64799e-05,2.64799e-05,2.64799e-05
99,650.934,0.10994,0.05383,0.00136,0.99928,0.99429,0.995,0.99464,0.09681,0.04255,0.00114,1.98766e-05,1.98766e-05,1.98766e-05
100,657.565,0.10983,0.04973,0.00121,1,0.99953,0.995,0.99369,0.09932,0.04013,0.0012,1.32733e-05,1.32733e-05,1.32733e-05
