epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,307.082,0.36817,0.15803,0.00597,1,0.99953,0.995,0.98976,0.2049,0.072,0.00464,0.0011288,0.0011288,0.0011288
46,313.692,0.37129,0.18136,0.00602,0.98906,0.995,0.9949,0.989,0.18879,0.0849,0.00379,0.001109,0.001109,0.001109
47,320.432,0.35884,0.16709,0.00572,0.99135,0.99,0.9949,0.98844,0.20275,0.08145,0.00443,0.0010892,0.0010892,0.0010892
48,327.149,0.38445,0.18195,0.00598,1,0.99469,0.995,0.991,0.19629,0.07293,0.00438,0.0010694,0.0010694,0.0010694
49,333.855,0.37708,0.16673,0.00632,0.9386,0.985,0.97734,0.96709,0.23832,0.19201,0.00549,0.0010496,0.0010496,0.0010496
50,340.593,0.37803,0.16582,0.0061,0.99786,0.995,0.995,0.9881,0.21418,0.09102,0.00508,0.0010298,0.0010298,0.0010298
51,347.193,0.35369,0.16222,0.00552,0.96132,0.99413,0.98969,0.98641,0.1639,0.10107,0.00339,0.00101,0.00101,0.00101
52,353.929,0.36642,0.17061,0.00601,0.995,0.99439,0.99495,0.98672,0.22927,0.07964,0.00456,0.0009902,0.0009902,0.0009902
53,360.463,0.35552,0.16567,0.00582,0.99502,0.99851,0.9949,0.99214,0.16117,0.06481,0.0035,0.0009704,0.0009704,0.0009704
54,367.054,0.34045,0.15311,0.00578,0.99917,1,0.995,0.99026,0.19864,0.07124,0.00447,0.0009506,0.0009506,0.0009506
55,373.671,0.36119,0.15629,0.00584,0.99498,1,0.99485,0.98987,0.16841,0.07002,0.00341,0.0009308,0.0009308,0.0009308
56,380.29,0.34875,0.14896,0.00581,0.98978,1,0.9949,0.9903,0.17912,0.0674,0.00371,0.000911,0.000911,0.000911
57,386.827,0.36507,0.16015,0.00598,0.99495,0.98468,0.9947,0.99117,0.17468,0.07764,0.00376,0.0008912,0.0008912,0.0008912
58,393.454,0.34052,0.1588,0.00553,0.99006,0.99653,0.9949,0.99267,0.18491,0.07278,0.00406,0.0008714,0.0008714,0.0008714
59,400.01,0.33038,0.1574,0.0051,0.99009,0.99891,0.9949,0.99223,0.17011,0.06982,0.00374,0.0008516,0.0008516,0.0008516
60,406.652,0.32871,0.14928,0.00523,0.99814,1,0.995,0.99166,0.14993,0.05972,0.0028,0.0008318,0.0008318,0.0008318
61,413.208,0.32715,0.15407,0.00547,1,0.99442,0.995,0.98634,0.20901,0.07852,0.00523,0.000812,0.000812,0.000812
62,419.834,0.357,0.16595,0.00556,0.9944,0.995,0.99495,0.99239,0.1708,0.06795,0.00344,0.0007922,0.0007922,0.0007922
63,426.404,0.32702,0.15512,0.00521,0.99879,0.99,0.99495,0.99253,0.20366,0.07587,0.00502,0.0007724,0.0007724,0.0007724
64,432.997,0.3012,0.13629,0.00486,0.99934,1,0.995,0.99399,0.15267,0.05804,0.00301,0.0007526,0.0007526,0.0007526
65,439.588,0.33109,0.14267,0.00534,0.99502,0.99872,0.99495,0.98234,0.2151,0.07522,0.00523,0.0007328,0.0007328,0.0007328
66,446.126,0.32631,0.14672,0.00529,0.99935,0.99,0.99495,0.99011,0.20049,0.07185,0.00437,0.000713,0.000713,0.000713
67,452.698,0.33347,0.15008,0.00522,0.99423,1,0.995,0.99289,0.12155,0.05245,0.00238,0.0006932,0.0006932,0.0006932
68,459.289,0.29047,0.13725,0.00468,1,0.98981,0.9949,0.99097,0.17803,0.06658,0.00461,0.0006734,0.0006734,0.0006734
69,465.811,0.30286,0.14347,0.00505,0.99999,0.995,0.995,0.99286,0.14615,0.05516,0.0031,0.0006536,0.0006536,0.0006536
70,472.355,0.30289,0.14156,0.00482,0.99499,0.99394,0.99495,0.99356,0.14763,0.05843,0.0034,0.0006338,0.0006338,0.0006338
71,478.909,0.27996,0.13237,0.00455,0.99976,0.99,0.99495,0.9926,0.15007,0.09145,0.00316,0.000614,0.000614,0.000614
72,485.501,0.28887,0.13959,0.00447,1,0.99844,0.995,0.99248,0.13473,0.05066,0.00278,0.0005942,0.0005942,0.0005942
73,491.967,0.27966,0.13338,0.00435,0.99502,0.99994,0.995,0.99375,0.11626,0.0474,0.00241,0.0005744,0.0005744,0.0005744
74,498.353,0.27039,0.1163,0.00434,0.99434,1,0.995,0.99433,0.12276,0.04712,0.00246,0.0005546,0.0005546,0.0005546
75,504.935,0.28565,0.13064,0.00465,0.99972,1,0.995,0.99441,0.11953,0.05002,0.00275,0.0005348,0.0005348,0.0005348
76,511.539,0.27151,0.13238,0.00433,0.99907,0.995,0.995,0.99454,0.12465,0.05026,0.00242,0.000515,0.000515,0.000515
77,518.124,0.27795,0.1306,0.00428,0.99464,1,0.995,0.99489,0.13245,0.05046,0.00291,0.0004952,0.0004952,0.0004952
78,524.609,0.27251,0.11299,0.00413,0.99943,1,0.995,0.99392,0.14141,0.05066,0.00284,0.0004754,0.0004754,0.0004754
79,531.012,0.27257,0.12608,0.00428,1,0.99921,0.995,0.99402,0.119,0.05119,0.0023,0.0004556,0.0004556,0.0004556
80,537.361,0.24086,0.10592,0.00397,1,0.99443,0.995,0.99417,0.09798,0.04073,0.00162,0.0004358,0.0004358,0.0004358
81,543.69,0.25388,0.11403,0.00395,1,0.99825,0.995,0.9942,0.13356,0.05396,0.00284,0.000416,0.000416,0.000416
82,550.097,0.24731,0.1189,0.00387,0.99007,1,0.9949,0.99429,0.11725,0.05167,0.00246,0.0003962,0.0003962,0.0003962
83,556.465,0.24132,0.11319,0.00371,0.98453,1,0.99399,0.99263,0.10073,0.05322,0.00184,0.0003764,0.0003764,0.0003764
84,562.858,0.23874,0.11293,0.00376,1,0.9941,0.995,0.99448,0.10931,0.04908,0.00199,0.0003566,0.0003566,0.0003566
85,569.241,0.24838,0.11545,0.00373,1,0.99981,0.995,0.99391,0.10802,0.04444,0.00213,0.0003368,0.0003368,0.0003368
86,575.628,0.23133,0.11575,0.00362,0.9901,0.99983,0.9947,0.99354,0.11185,0.05992,0.00255,0.000317,0.000317,0.000317
87,581.981,0.23377,0.11007,0.00372,0.99937,0.995,0.995,0.99387,0.09366,0.03971,0.00167,0.0002972,0.0002972,0.0002972
88,588.433,0.24086,0.11501,0.0035,0.99957,0.995,0.995,0.9942,0.09523,0.04255,0.00154,0.0002774,0.0002774,0.0002774
89,594.886,0.23081,0.11256,0.00355,0.99957,0.995,0.995,0.99448,0.08744,0.0368,0.00156,0.0002576,0.0002576,0.0002576
90,601.307,0.22874,0.10892,0.0034,1,0.99483,0.995,0.99392,0.11116,0.0452,0.00212,0.0002378,0.0002378,0.0002378
91,608.883,0.13828,0.06024,0.00256,0.99424,0.995,0.99465,0.99417,0.10902,0.05104,0.00206,0.000218,0.000218,0.000218
92,615.208,0.14273,0.0598,0.00265,0.995,0.99425,0.99495,0.99418,0.1158,0.05097,0.00218,0.0001982,0.0001982,0.0001982
93,621.535,0.13184,0.05223,0.00228,0.99445,0.995,0.99495,0.99444,0.09421,0.04353,0.0018,0.0001784,0.0001784,0.0001784
94,627.847,0.1289,0.05393,0.0024,1,0.99456,0.995,0.99396,0.09354,0.0392,0.00175,0.0001586,0.0001586,0.0001586
95,634.16,0.1204,0.05107,0.00223,1,0.99408,0.995,0.9941,0.09417,0.04354,0.00159,0.0001388,0.0001388,0.0001388
96,640.5,0.11211,0.05102,0.00182,1,0.99941,0.995,0.9942,0.08232,0.03847,0.00142,0.000119,0.000119,0.000119
97,646.813,0.11662,0.04931,0.0021,0.99501,1,0.995,0.9943,0.08525,0.03656,0.00148,9.92e-05,9.92e-05,9.92e-05
98,653.154,0.11098,0.04885,0.00186,1,0.99982,0.995,0.99432,0.09671,0.03691,0.00178,7.94e-05,7.94e-05,7.94e-05
99,659.445,0.10999,0.04409,0.00184,0.99502,0.99888,0.99495,0.99389,0.08262,0.03972,0.00132,5.96e-05,5.96e-05,5.96e-05
100,665.777,0.10744,0.04244,0.00176,0.99694,0.995,0.995,0.9942,0.08321,0.03835,0.00139,3.98e-05,3.98e-05,3.98e-05
