epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,902.059,0.25511,0.50821,0.00303,0.95976,0.97042,0.99081,0.98802,0.13486,0.1187,0.00193,0.000284009,0.000284009,0.000284009
31,930.293,0.25491,0.53847,0.003,0.96478,0.96647,0.99125,0.98895,0.12858,0.11671,0.00184,0.000270802,0.000270802,0.000270802
32,958.513,0.24889,0.51629,0.00284,0.98323,0.95935,0.99151,0.9891,0.12996,0.11247,0.00173,0.000257595,0.000257595,0.000257595
33,986.784,0.23618,0.50501,0.00277,0.97351,0.96483,0.99206,0.99009,0.13283,0.11214,0.00206,0.000244389,0.000244389,0.000244389
34,1015.18,0.23161,0.50967,0.00271,0.9757,0.95595,0.99039,0.98879,0.13563,0.1274,0.00209,0.000231182,0.000231182,0.000231182
35,1043.41,0.23125,0.49292,0.00269,0.97334,0.96469,0.99147,0.98914,0.11873,0.11239,0.00165,0.000217976,0.000217976,0.000217976
36,1071.65,0.22154,0.49711,0.00261,0.96171,0.97614,0.99182,0.99024,0.11697,0.10769,0.00172,0.000204769,0.000204769,0.000204769
37,1099.91,0.21959,0.48957,0.0025,0.97714,0.96574,0.99164,0.99032,0.10524,0.105,0.00136,0.000191562,0.000191562,0.000191562
38,1128.18,0.21175,0.48466,0.00242,0.96107,0.98083,0.9923,0.99083,0.10528,0.09423,0.00141,0.000178356,0.000178356,0.000178356
39,1156.42,0.21511,0.47716,0.00242,0.98647,0.96243,0.99294,0.99187,0.10845,0.09043,0.00153,0.000165149,0.000165149,0.000165149
40,1184.87,0.20745,0.48623,0.00234,0.97951,0.97607,0.99287,0.99122,0.10344,0.09071,0.00133,0.000151943,0.000151943,0.000151943
41,1214.18,0.1453,0.1678,0.00187,0.9837,0.97336,0.99333,0.99149,0.11031,0.08401,0.00145,0.000138736,0.000138736,0.000138736
42,1242.15,0.14203,0.16645,0.00179,0.97666,0.97138,0.99259,0.99105,0.10392,0.09253,0.00137,0.000125529,0.000125529,0.000125529
43,1270.2,0.1364,0.15161,0.00167,0.99167,0.96229,0.99312,0.99157,0.10674,0.08617,0.00139,0.000112323,0.000112323,0.000112323
44,1298.17,0.13366,0.16625,0.00165,0.97083,0.97941,0.99269,0.99159,0.10422,0.09145,0.00141,9.91162e-05,9.91162e-05,9.91162e-05
45,1326.13,0.1288,0.15958,0.00154,0.97843,0.97009,0.99245,0.99093,0.1072,0.09603,0.00147,8.59096e-05,8.59096e-05,8.59096e-05
46,1354.15,0.1221,0.13666,0.00142,0.98059,0.97189,0.99293,0.99218,0.09801,0.08823,0.00128,7.2703e-05,7.2703e-05,7.2703e-05
47,1382.19,0.11864,0.15342,0.00134,0.98006,0.96603,0.99271,0.99152,0.0943,0.09101,0.0012,5.94964e-05,5.94964e-05,5.94964e-05
48,1410.23,0.11765,0.13823,0.00134,0.97429,0.97849,0.99295,0.99192,0.09332,0.08656,0.00112,4.62898e-05,4.62898e-05,4.62898e-05
49,1438.23,0.11377,0.13254,0.00123,0.97787,0.97098,0.99301,0.99178,0.09384,0.08598,0.00116,3.30832e-05,3.30832e-05,3.30832e-05
50,1466.26,0.11256,0.14091,0.00122,0.97654,0.96989,0.99265,0.99162,0.09037,0.08862,0.00109,1.98766e-05,1.98766e-05,1.98766e-05
